symbol,companyName,exchange,industry,website,description,CEO,securityName,issueType,sector,employees,address,address2,state,city,zip,country,phone
HBAN,"Huntington Bancshares, Inc.",NASDAQ,Regional Banks,http://www.huntington.com,"Huntington Bancshares, Inc. operates as a bank holding company. It provides commercial and consumer banking services, mortgage banking services, automobile financing, recreational vehicle and marine financing, equipment leasing, investment management, trust services, brokerage services, insurance programs, and other financial products and services. The company operates through the following segments: Consumer & Business Banking, Commercial Banking, Commercial Real Estate & Vehicle Finance, Regional Banking & The Huntington Private Client Group, and Home Lending. The Consumer & Business Banking segment provides financial products and services to consumer and small business customers including but not limited to checking accounts, savings accounts, money market accounts, certificates of deposit, investments, consumer loans, credit cards and small business loans. The Commercial Banking segment provides products and services to the middle market, large corporate, and government public sector customers located primarily within its geographic footprint. The segment is divided into following business units: Middle Market, Large Corporate, Specialty Banking, Asset Finance, Capital Markets, Treasury Management, and Insurance. The Commercial Real Estate & Vehicle Finance segment provides products and services include providing financing for land, buildings, and other commercial real estate owned or constructed by real estate developers, automobile dealerships, or other customers with real estate project financing needs, and financing for the purchase of automobiles, light-duty trucks, recreational vehicles and marine craft at franchised dealerships, financing the acquisition of new and used vehicle inventory of franchised automotive dealerships. The Regional Banking and The Huntington Private Client Group segment consists of private banking, wealth & investment management, and retirement plan services. The Home Lending segment originates and services consumer loans and mortgages for customers who are located in primary banking markets. Huntington Bancshares was founded in 1966 and is headquartered in Columbus, OH.",Stephen D. Steinour,Huntington Bancshares Incorporated,cs,Finance,15693,Huntington Center,,OH,Columbus,43287,US,1.614.480.2665
HBCP,"Home Bancorp, Inc.",NASDAQ,Savings Banks,http://www.home24bank.com,"Home Bancorp, Inc. operates as a holding company for Home Bank, which engages in attracting deposits from the general public and using those funds to invest in loans and securities. It offers customer deposits, repayments of loans, repayments of investments and funds borrowed from outside sources such as the Federal Home Loan Bank to provide loan services including one-to-four-family first mortgage loans, home equity loans and lines, commercial real estate loans, construction and land loans, multi-family residential loans, commercial and industrial and consumer loans. The company was founded in 1908 and is headquartered in Lafayette, LA.",John W. Bordelon,"Home Bancorp, Inc.",cs,Finance,-100000,503 Kaliste Saloom Road,,LA,Lafayette,70508,US,1.337.237.1960
HBIO,"Harvard Bioscience, Inc.",NASDAQ,Biotechnology,http://www.harvardbioscience.com,"Harvard Bioscience, Inc. develops, manufactures, and markets broad range of specialized products, primarily apparatus and scientific instruments. It operates under the geographical segments: United States, Germany, United Kingdom, and Rest of the world. It sells its products through catalog, Website, distributors, and direct sales force. The company was founded by Dr. William T. Porter in 1901 and is headquartered in Holliston, MA.",James W. Green,"Harvard Bioscience, Inc.",cs,Health Technology,547,84 October Hill Road,,MA,Holliston,01746-1371,US,1.508.893.8999
HBMD,"Howard Bancorp, Inc. (Maryland)",NASDAQ,Regional Banks,http://www.howardbank.com,"Howard Bancorp, Inc. operates as a holding company for Howard Bank, which engages in community banking. It provides commercial banking, insurance, investments, mortgage banking, consumer finance, and real estate loans through banking branches, the internet, and other distribution channels to businesses, business owners, professionals and other consumers located primarily in Howard County and Maryland. The company was founded by Mary Ann Scully in April 2005 and is headquartered in Baltimore, MD.",Mary Ann Scully,"Howard Bancorp, Inc.",cs,Finance,337,3301 Boston Street,,MD,Baltimore,21224,US,1.410.750.0020
HBNC,"Horizon Bancorp, Inc. (Indiana)",NASDAQ,Regional Banks,http://www.horizonbank.com,"Horizon Bancorp, Inc. is a bank holding company, which through its subsidiary, engages in the provision of commercial and retail banking services. It offers personal banking, business banking, investment and trust, and mortgage services. The company was founded in 1873 and is headquartered in Michigan City, IN.",Craig M. Dwight,"Horizon Bancorp, Inc.",cs,Finance,716,515 Franklin Street,,IN,Michigan City,46360,US,1.219.879.0211
HBP,"Huttig Building Products, Inc.",NASDAQ,Wholesale Distributors,http://www.huttig.com,"Huttig Building Products, Inc. engages in the domestic distribution of millwork, building materials and wood products. It offers its services to new residential construction and inhome improvement, remodeling, and repair work. The firm's services include Finish Line Finishing System Featuring Prismaguard, Huttig Doorway Configurator, Express Ship Entry Door Systems, Local Sales Team, Full-Service Door Shop, Huttig Rewards, Dealer Support, Progr5am Conversion Assistance, Huttig Xpress, Express Ship Door Lite Program, Endocote Finishing System and Finish Line Prismaguard Finishing System. The company was founded by William H. Huttig and Charles H. Huttig in 1885 and is headquartered in St. Louis, MO.",Jon P. Vrabely,"Huttig Building Products, Inc.",cs,Distribution Services,1360,555 Maryville University Drive,,MO,St. Louis,63141-5801,US,1.314.216.2600
HCAC,Hennessy Capital Acquisition Corp. IV,NASDAQ,Financial Conglomerates,,"Hennessy Capital Acquisition Corp. IV operates as a blank check company. It has no operations nor does it currently engage in any business activities generating revenues. The company was founded in August 2018 and is headquartered in Wilson, WY.",Daniel J. Hennessy,Hennessy Capital Acquisition Corp. IV Class A,cs,Finance,-100000,3485 North Pines Way,,WY,Wilson,83014,US,1.307.734.4849
HCACU,Hennessy Capital Acquisition Corp. IV,NASDAQ,Financial Conglomerates,,"Hennessy Capital Acquisition Corp. IV operates as a blank check company. It has no operations nor does it currently engage in any business activities generating revenues. The company was founded in August 2018 and is headquartered in Wilson, WY.",Daniel J. Hennessy,Hennessy Capital Acquisition Corp. IV Units Cons of 1 Shs -A- + 3/4 Wts 01.10.25,ut,Finance,-100000,3485 North Pines Way,,WY,Wilson,83014,US,1.307.734.4849
HCACW,Hennessy Capital Acquisition Corp. IV,NASDAQ,Financial Conglomerates,,"Hennessy Capital Acquisition Corp. IV operates as a blank check company. It has no operations nor does it currently engage in any business activities generating revenues. The company was founded in August 2018 and is headquartered in Wilson, WY.",Daniel J. Hennessy,Hennessy Capital Acquisition Corp IV Warrant 2020-01.10.25 on Hennss Cap Acqn A,wt,Finance,-100000,3485 North Pines Way,,WY,Wilson,83014,US,1.307.734.4849
HCAP,Harvest Capital Credit Corp.,NASDAQ,Investment Trusts/Mutual Funds,http://www.harvestcapitalcredit.com,"Harvest Capital Credit Corp. is a closed-end, non-diversified management investment company, which engages in the provision of customized financing solutions to small and mid-sized businesses. Its products include senior secured debt, unitranche term loans, junior secured loans, subordinated debt investments, and minority equity co-investments. The company was founded by Richard Paul Buckanavage on November 14, 2012 and is headquartered in New York, NY.",Joseph Andrew Jolson,Harvest Capital Credit Corp.,cef,Miscellaneous,-100000,767 Third Avenue,,NY,New York,10017,US,1.212.906.3589
HCCI,"Heritage-Crystal Clean, Inc.",NASDAQ,Environmental Services,http://www.crystal-clean.com,"Heritage-Crystal Clean, Inc. engages in the provision of parts cleaning and waste management services to the manufacturing and vehicle service sectors. It operates through the Environmental Services, and Oil Business segments. The Environmental Services segment includes parts cleaning, containerized waste management, vacuum truck services, antifreeze recycling activities, and field services. The Oil Business segment comprises of used oil collection, recycled fuel oil sales, used oil re-refining activities, and used oil filter removal and disposal services. The company was founded by Joseph Chalhoub in 1999 and is headquartered in Elgin, IL.",Brian J. Recatto,"Heritage-Crystal Clean, Inc.",cs,Industrial Services,1338,2175 Point Boulevard,,IL,Elgin,60123,US,1.847.836.5670
HCKT,"The Hackett Group, Inc.",NASDAQ,Miscellaneous Commercial Services,http://www.thehackettgroup.com,"The Hackett Group, Inc. is an intellectual property-based strategic consultancy and enterprise company, which engages in the provision of business and technology consulting services. The firm offers services include benchmarking, executive advisory, business transformation, enterprise performance management, training, and advisory to global business services. It also produces digital transformation including robotic process automation and enterprise cloud application implementation. The company was founded by Ted A. Fernandez and David N. Dungan in 1991 and is headquartered in Miami, FL.",Ted A. Fernandez,"Hackett Group, Inc.",cs,Commercial Services,1165,1001 Brickell Bay Drive,Suite 3000 30th floor,FL,Miami,33131,US,1.305.375.8005
HCSG,"Healthcare Services Group, Inc.",NASDAQ,Services to the Health Industry,http://www.hcsgcorp.com,"Healthcare Services Group, Inc. engages in the provision of keeping, laundry and dietary services to long-term care and related health care facilities. It operates its business through the Housekeeping and Dietary segments. The Housekeeping segment consists of the management of the client's housekeeping department, which is responsible for the cleaning, disinfecting, and sanitizing of patient rooms and common areas of a client facility, as well as the laundering and processing of the personal clothing belonging to the facility's patients. The Dietary segment includes the management of the client's dietary department, which is responsible for food purchasing, meal preparation, and the provision of dietician consulting professional services. The company was founded by Daniel P. McCartney on November 22, 1976 and is headquartered in Bensalem, PA.",Theodore Wahl,"Healthcare Services Group, Inc.",cs,Health Services,55000,3220 Tillman Drive,,PA,Bensalem,19020,US,1.215.639.4274
HDS,"HD Supply Holdings, Inc.",NASDAQ,Wholesale Distributors,http://www.hdsupply.com,"HD Supply Holdings, Inc. engages as an industrial distributors in North America. It operates through the following segments: Facilities Maintenance, Construction & Industrial and Corporate & Elimination. The Facilities Maintenance segment distributes MRO products, provides value-added services and fabricates custom products. The Construction & Industrial segment specializes in the distribution of hardware, tools, engineered materials and safety products to non-residential and residential contractors. The Corporate & Elimination segment includes costs related to centralized support functions, which are comprised of finance, information technology, human resources, legal, supply chain and other support services, and removes inter-segment transactions. The company is headquartered in Atlanta, GA.",Joseph J. DeAngelo,"HD Supply Holdings, Inc.",cs,Distribution Services,11500,3400 Cumberland Boulevard SE,,GA,Atlanta,30339,US,1.770.852.9000
HDSN,"Hudson Technologies, Inc.",NASDAQ,Environmental Services,http://www.hudsontech.com,"Hudson Technologies, Inc. operates as a refrigerant services company, which provides solutions to recurring problems within the refrigeration industry. Its products and services are used in commercial air conditioning, industrial processing and refrigeration systems, which include refrigerant sales; refrigerant management services consisting primarily of reclamation of refrigerants; and Refrigerant Side services performed at the customer's site to remove moisture, oils and other contaminants. The company also offers predictive and diagnostic services through the Chiller Chemistry and Chill Smart brands. Hudson Technologies was founded by Stephen P. Mandracchia and Kevin J. Zugibe on January 11, 1991 and is headquartered in Pearl River, NY.",Kevin J. Zugibe,"Hudson Technologies, Inc.",cs,Industrial Services,243,One Blue Hill Plaza,,NY,Pearl River,10965,US,1.845.512.6000
