"","symbol","week52change","week52high","week52low","marketcap","employees","day200MovingAvg","day50MovingAvg","float","avg10Volume","avg30Volume","ttmEPS","companyName","sharesOutstanding","maxChangePercent","year5ChangePercent","year2ChangePercent","year1ChangePercent","ytdChangePercent","month6ChangePercent","month3ChangePercent","month1ChangePercent","day30ChangePercent","day5ChangePercent","nextEarningsDate","exDividendDate","peRatio","beta","ttmDividendRate","nextDividendDate","dividendYield"
"547","CKH",0.019376,51.24,34.63,1003948260,2518,43.83,47.24,18799523.735,107602.5,82400.7,1.9019,"SEACOR Holdings, Inc.",20087000,0.310132,-0.415038,-0.279741,0.019376,0.318038,0.162596,0.137719,0.101852,0.095812,0.05666,"2019-10-29","2017-12-07",26.28,1.05048378099156,NA,NA,NA
"548","SMHI",-0.332697,23,10.52,304274700,2105,13.6,13.08,18093462.15,55217.1,39013.43,-3.3756,"Seacor Marine Holdings, Inc.",21765000,-0.355027,-0.355027,-0.355027,-0.332697,0.132901,0.007931,-0.023061,0.21671,0.039405,0.01231,"2019-11-12",NA,-4.14,1.05530508889386,NA,NA,NA
"549","SDRL",-0.848543,26.72,2.07,3.17e+08,4888,7.02,3.23,71367300,1523030.5,1361904.33,-11,"Seadrill Ltd.",1e+08,-0.568108,-0.568108,-0.568108,-0.848543,-0.692829,-0.652793,0.046205,0.182836,-0.015528,0.112281,"2019-11-21",NA,-0.29,2.49036781286802,NA,NA,NA
"550","SEE",0.009764,47.13,30.22,6551902400,15500,41.79,42.49,153550477.362,1741303.2,1539988.97,2.3391,"Sealed Air Corp.",154526000,1.237903,0.332533,-0.04331,0.009764,0.200453,-0.072007,-0.037676,0.000472,-0.043537,0.053678,"2019-10-30","2019-09-05",18.13,0.625080776436349,0.64,NA,0.0150943396226415
"551","SSW",0.280663,11.75,7.05,2499012620,NA,9.43,10.28,116193090.312,492104.6,513552.13,2.002,"Seaspan Corp.",215618000,-0.537089,-0.548948,0.491679,0.280663,0.422086,0.422086,0.277839,0.159,0.206035,0.040395,"2019-10-29","2019-07-19",5.79,1.16008114458157,0.5,NA,0.0431406384814495
"552","SSWA",0.04511,26.6,23.3,5644879240,NA,25.37,26.08,NA,2373.6,2741.2,NA,"Seaspan Corp.",0,0.042498,0.042498,0.042498,0.04511,0.094482,0.032111,0.012903,0.004,0.006923,0.002474,NA,NA,NA,0.0780231825007122,NA,NA,NA
"553","SEAS",-0.034958,34.72,21.36,2367631650,4700,27.65,31.03,77806009.865,1627794.5,1612872.67,1.1806,"SeaWorld Entertainment, Inc.",78685000,-0.213604,-0.137717,0.501994,-0.034958,0.312255,0.27446,-0.000664,-0.048688,-0.002982,0.047337,"2019-11-11","2016-09-27",25.49,0.860361325878337,NA,NA,NA
"554","JBN",-0.319005,9.25,5.21,NA,NA,6.68,6.29,NA,6625.9,5530.13,NA,"Select Asset, Inc.",0,-0.577419,-0.606133,-0.609654,-0.319005,-0.064447,-0.156863,-0.065217,-0.030596,-0.056426,-0.045959,NA,NA,NA,0.614594779134809,NA,NA,NA
"555","JBR",-0.342984,8.98,5.28,NA,NA,6.62,6.12,NA,4914.1,3961.4,NA,"Select Asset, Inc.",0,-0.7376,-0.655462,-0.593304,-0.342984,-0.092308,-0.174825,-0.067533,-0.029605,-0.023211,0.026105,NA,NA,NA,0.456633852694075,NA,NA,NA
"556","WTTR",-0.29191,12.98,6.05,901679117,5300,9.93,9.1,74264311.254,571781.2,507921.07,0.2569,"Select Energy Services, Inc.",80178000,-0.18331,-0.18331,-0.239203,-0.29191,0.248529,-0.248007,-0.270619,0.008314,-0.072131,-0.003521,"2019-11-06",NA,33.05,1.1401401507993,NA,NA,NA
"557","SEM",-0.085714,20.24,12.96,2300132160,47100,15.44,16.13,108153678.87,379008.5,448054.1,1.0542,"Select Medical Holdings Corp.",135621000,0.029717,0.064286,0.064286,-0.085714,0.078195,0.184358,0.112131,0.054726,0.074778,-0.021915,"2019-11-04","2015-03-02",16.09,0.848842918657409,NA,NA,NA
"558","SEMG",-0.554013,23.8,8.1,818102960,880,13.59,10.6,66060540.708,1187288.3,1157265.2,-0.8626,"SemGroup Corp.",79582000,140.444444,-0.800564,-0.601565,-0.554013,-0.279102,-0.304465,-0.128075,0.107759,-0.127334,0.099465,"2019-11-07","2019-08-14",-11.92,1.35214534171453,1.89,NA,0.183852140077821
"559","SRE",0.192059,144.93,104.88,38903876700,16823,127.25,139.49,274254759.471,1152026.5,1375778.1,7.0429,"Sempra Energy",274551000,4.039474,0.258739,0.129087,0.192059,0.327276,0.136783,0.027184,0.020305,0.044369,0.004893,"2019-11-07","2019-09-19",20.12,0.322224196385812,3.725,"2019-09-19",0.026287932251235
"560","SREA",0.026316,26.89,24.94,7066942740,NA,26.07,26.13,NA,137694.3,149211.4,NA,"Sempra Energy",0,NA,NA,NA,0.026316,0.026316,0.026316,0.026316,-0.02352,-0.026107,-0.034146,NA,NA,NA,-0.0572023578156179,NA,NA,NA
"561","ST",0.046988,52.63,40.78,8400901080,21650,46.89,46.51,160452538.09,676302.6,720750.43,3.4134,"Sensata Technologies Holding Plc",161122000,0.984314,0.207349,0.267853,0.046988,0.158152,0.090795,0.145179,0.175913,0.13274,0.067131,"2019-10-29",NA,15.28,1.03899680959834,NA,NA,NA
"562","SXT",-0.06861,78.4,51.93,2947095160,4113,66.26,67.77,41975623.634,176257.9,211711.6,3.4841,"Sensient Technologies Corp.",42319000,2.606225,0.321325,-0.100222,-0.06861,0.243571,0.050536,-0.052904,0.048164,0.057876,0.042047,"2019-10-17","2019-08-01",19.99,0.809075881189706,1.41,NA,0.0202469844916715
"563","SQNS",-0.327877,1.62,0.6668,NA,40,0.987,0.9138,NA,87943.5,114351.47,-0.4047,"Sequans Communications SA",NA,-0.866667,-0.345238,-0.707447,-0.327877,0.168214,-0.091389,0.06663,0.141047,0.162265,0.014054,"2019-10-24",NA,-2.42,0.693007430663065,NA,NA,NA
"564","SRG",-0.1318,50.14,30.6,1652881765,69,41.42,40.55,33815688.049,201395.4,203303.73,-3.0368,"Seritage Growth Properties",36829000,0.247978,0.247978,0.156055,-0.1318,0.316252,-0.045724,0.004164,0.107681,0.071852,0.061369,NA,"2019-03-28",-14.29,0.922916946463311,NA,NA,NA
"565","SCI",0.142319,48.69,37.52,8855450160,24082,43.68,46.87,175479242.943,653995.3,734387.73,2.2784,"Service Corp. International",182361000,14.257143,1.26872,0.320965,0.142319,0.210369,0.222558,0.058875,0.011035,0.057952,0.04072,"2019-10-30","2019-09-12",21.31,0.780567154105023,0.7,NA,0.0144151565074135
"566","SERV",-0.062469,62.7,34.28,7605946620,10700,48.05,55.1,135617642.35,542914.2,604802.7,-0.2736,"ServiceMaster Global Holdings, Inc.",135869000,1.749861,1.749861,0.321553,-0.062469,0.551552,0.167953,0.039941,-0.023548,0.068933,0.002328,"2019-10-28",NA,-204.61,0.626768815661791,NA,NA,NA
"567","NOW",0.306711,303.17,147.63,47232925520,8154,242.89,273.16,185420726.282,1794409,1701193.53,0.0182,"ServiceNow, Inc.",187462000,16.072785,4.732044,1.755363,0.306711,0.412965,0.045564,-0.082314,-0.019267,-0.052283,-0.01068,"2019-10-25",NA,13843.96,1.6551132125188,NA,NA,NA
"568","SHAK",0.768537,105.84,40.67,3726683547,6101,63.22,86.75,27232556.208,972766.2,1300099.5,0.5269,"Shake Shack, Inc.",30558000,0.292593,0.292593,0.637141,0.768537,1.243322,0.820732,0.480373,0.029354,0.327224,-0.026495,"2019-11-07",NA,189.68,1.12526567143158,NA,NA,NA
"569","SJR",0.019878,21.07,17.5,10296465660,NA,19.93,19.61,454417595.494,369935.4,354106.5,1.13,"Shaw Communications, Inc.",492146000,2.786116,-0.184646,-0.055686,0.019878,0.094639,-0.042584,0.005023,0.040021,0.02144,0.007046,"2019-10-25","2019-11-14",17.71,0.454931358277387,0.896131378931536,"2019-10-14",0.0447841768581477
"570","SHLX",-0.047816,22.4,15.86,4831435900,NA,19.93,20.59,123203948.35,609935.4,736311.13,1.799,"Shell Midstream Partners LP",233290000,-0.408644,-0.408644,-0.38,-0.047816,0.209696,0.071392,0.047017,-0.023113,-0.006238,0.050736,"2019-10-31","2019-08-02",11.51,0.696480352858281,1.562,NA,0.0754225012071463
"571","SHW",0.153471,548.98,355.28,49958469120,53368,447.2,505.71,82601870.88,433053.4,454376.77,12.6891,"The Sherwin-Williams Co.",92256000,15.861722,1.270514,0.339452,0.153471,0.380619,0.255407,0.157688,0.021562,0.060826,0.035352,"2019-10-24","2019-08-15",42.68,0.869489038488988,3.98,NA,0.00734968237553553
"572","SHG",-0.049422,41.79,32.14,NA,NA,37.2,35.29,NA,83842.6,114930.1,NA,"Shinhan Financial Group Co., Ltd.",NA,1.442675,-0.128607,-0.128607,-0.049422,0.014875,-0.07163,-0.047669,0.091129,0.024653,0.041175,"2019-10-29",NA,NA,0.483924904337989,NA,NA,NA
"573","SFL",0.039273,14.94,10.31,1537746900,11,12.57,13.32,80526069.54,610677.5,684431.57,0.882,"Ship Finance International Ltd.",107610000,-0.120137,-0.270102,-0.075986,0.039273,0.303832,0.151491,0.167484,0.123428,0.099231,-0.027891,NA,"2019-09-11",16.2,0.782610691215741,1.4,NA,0.0979706088173548
"574","SHOP",1.202109,409.6,117.64,38088246015,4000,244.35,349.91,99873350.704,2893959,2358241.77,-0.7078,"Shopify, Inc.",100336000,9.339564,9.339564,2.059691,1.202109,1.458648,0.644117,0.10613,-0.056949,0.018423,-0.056765,"2019-10-25",NA,-477.97,1.91035388332232,NA,NA,NA
"575","SSTK",-0.267781,55.54,31.77,1329915600,1029,39.9,36.7,18767127.99,163407.9,226564.8,0.9462,"Shutterstock, Inc.",35295000,0.869806,-0.406941,-0.087015,-0.267781,0.040597,-0.18898,-0.035577,0.087132,-0.015417,0.05932,"2019-10-30","2018-08-14",39.82,1.05371732513761,3,NA,0.0796178343949045
"576","SBGL",0.899582,5.73,2.25,NA,64906,4.05,5.11,667357310.8125,5383636.8,4382743.27,-0.3528,"Sibanye-Stillwater Ltd.",NA,-0.094139,-0.450866,-0.257009,0.899582,0.592982,0.107317,0.088729,-0.118447,-0.093812,-0.058091,NA,"2017-04-05",-12.87,-0.204986107696223,NA,NA,NA
"577","SIG",-0.757683,68.24,10.4,857113200,22989,23.67,15.49,51379023.618,6325517.5,3668828.67,-4.2013,"Signet Jewelers Ltd.",52263000,-0.035501,-0.779241,-0.651567,-0.757683,-0.504082,-0.394611,-0.102354,0.37931,-0.050376,0.051956,"2019-11-26","2019-10-31",-3.9,1.51762184929754,1.36,"2019-10-31",0.0829268292682927
"578","SBOW",-0.608945,29.87,7.4,128514940,88,17.79,10.12,10441774.206,43797,38194.47,12.3402,"SilverBow Resources, Inc.",11758000,-0.251304,-0.251304,-0.358659,-0.608945,-0.553878,-0.517013,-0.187964,0.304296,0.138542,0.139729,"2019-11-06",NA,0.89,1.05745398952152,NA,NA,NA
"579","SPG",-0.160962,191.49,145.42,102028827884,5000,170.18,155.22,305878846.952,1728240.7,1642025.33,7.0089,"Simon Property Group, Inc.",308014000,3.975737,0.013544,0.093773,-0.160962,-0.067147,-0.117019,-0.075718,0.035798,-0.033407,-0.027053,"2019-10-23","2019-08-15",21.96,0.520165371625702,8.1,NA,0.052621321379848
"580","SSD",-0.104466,77.66,49.54,3063811500,3135,61.43,64.12,39600634.8,216187.7,213310.03,2.696,"Simpson Manufacturing Co., Inc.",44675000,2.988127,1.073457,0.621139,-0.104466,0.251688,0.139203,0.048143,0.081874,0.105416,0.031433,"2019-10-28","2019-10-02",25.44,0.912750056747198,0.89,"2019-10-02",0.0129775444736075
"581","SHI",-0.437578,61.33,28.03,NA,9597,42.87,33.04,NA,96503.3,76238.7,3.9156,"Sinopec Shanghai Petrochemical Co. Ltd.",NA,2.941704,0.912575,-0.214121,-0.437578,-0.292633,-0.380304,-0.260829,0.045273,-0.071555,0.032895,"2019-10-24",NA,8.02,0.912368992512483,NA,NA,NA
"582","SITC",0.078503,15.23,10.71,2654261400,378,13.21,13.82,138902915.922,1100619.2,935802.27,0.031,"SITE Centers Corp.",180562000,-0.722335,-0.605263,-0.276246,0.078503,0.319569,0.146646,0.075347,0.072993,0.045519,0,"2019-10-21","2019-09-20",474.19,0.772702755052702,0.8,"2019-09-20",0.054421768707483
"583","SITE",-0.100671,91.12,45.32,3258220720,4300,62.92,73.18,40706287.548,236673.7,275665.7,1.6698,"SiteOne Landscape Supply, Inc.",41212000,1.415448,1.415448,0.303521,-0.100671,0.426561,0.429656,0.211833,0.064208,0.077258,0.009448,"2019-11-08",NA,47.35,1.11889194432232,NA,NA,NA
"584","SIX",-0.186503,71.27,46.68,4687662920,2400,54.6,54.83,79439647.964,1241754.6,1058543.73,3.2573,"Six Flags Entertainment Corp.",84356000,4.650256,0.339086,-0.122491,-0.186503,-0.00821,0.098873,0.068654,-0.010682,0.060699,-0.023546,"2019-10-21","2019-09-04",17.06,0.881324054818201,3.24,NA,0.0583048407414072
"585","SJW",0.151241,70.19,51.82,1952827720,416,61.31,65.31,24654378.86,104978.4,101974.63,1.8353,"SJW Group",28442000,3.749762,1.297713,0.29556,0.151241,0.254293,0.094183,0.127607,0.031086,0.068306,0.045531,"2019-10-23","2019-08-02",37.41,0.36074304356129,1.16,NA,0.0168948441596271
"586","SKM",-0.179235,28.56,21.22,NA,4945,24.61,22.71,646786955.571433,284671.5,379984,2.9727,"SK Telecom Co., Ltd.",NA,0.740583,0.033333,0.04346,-0.179235,-0.162142,-0.091166,-0.077018,0.057746,-0.010105,0.016697,"2019-10-28","2019-06-28",7.58,0.305118234486317,NA,NA,NA
"587","SKX",0.340727,40.5,21.44,5779999290,12600,30.63,34.09,131162249.395,2682921.5,2242559,2.0852,"SKECHERS USA, Inc.",133751000,12.665876,1.307454,0.25545,0.340727,0.589909,0.113897,0.19475,0.188588,0.054936,0.022463,"2019-10-21",NA,17.68,1.30703734294726,NA,NA,NA
"588","SKY",0.056305,32.43,12.72,1777068930,7000,22.3,28.7,53927717.634,540099,534665.43,-0.769,"Skyline Champion Corp.",56721000,-0.18705,3.31992,1.973684,0.056305,1.124068,0.591163,0.173848,0.039827,0.007395,0.047476,"2019-11-05","2018-05-24",-40.74,1.69084821289559,NA,NA,NA
"589","SLG",-0.19297,105,75.45,7104818195,1058,86.11,80.09,82057991.548,702744.6,670175.07,2.7636,"SL Green Realty Corp.",82417000,1.717528,-0.19881,-0.17701,-0.19297,0.05387,-0.088513,-0.073995,0.035498,0.02655,-0.009067,"2019-10-16","2019-06-27",29.66,0.636016257172662,3.3625,NA,0.0410211052824204
"590","WORK",-0.365873,42,23.93,11737738630,1502,32.15,31.24,140466972.684,14903591.5,7161149.53,-1.448,"Slack Technologies, Inc.",194087000,NA,NA,NA,-0.365873,-0.365873,-0.365873,-0.365873,-0.183667,-0.206673,-0.017255,"2020-01-01",NA,-16.91,0.567062755100282,NA,NA,NA
"591","SM",-0.691792,33.76,8.46,1089070050,611,14.7,10.01,105497030.745,3502467.5,3886890.83,0.4166,"SM Energy Co.",112857000,0.177289,-0.799685,-0.302198,-0.691792,-0.370926,-0.399876,-0.119526,-0.01631,-0.035,-0.132974,"2019-10-29","2019-04-25",23.16,2.13786776116617,0.1,NA,0.0103626943005181
"592","SMAR",0.381411,55.79,20.34,4678118874,1101,39.84,49.23,88602660.009,3736873.1,1961194.37,-0.6225,"Smartsheet, Inc.",90933000,1.148718,1.148718,1.148718,0.381411,0.65758,-0.080431,-0.170182,-0.186664,-0.202662,0.019563,"2019-12-03",NA,-64.47,1.66672149946644,NA,NA,NA
"593","SNN",0.246261,48.68,32.21,NA,16377,41.11,45.68,436425923.484,513908.2,473140.1,1.5958,"Smith & Nephew Plc",NA,2.371497,0.350199,0.247704,0.246261,0.281868,0.176204,0.079593,0.006905,0.02347,-0.01913,"2019-10-31","2019-04-04",29.24,0.47494756284796,NA,NA,NA
"594","SNAP",0.742919,18.36,4.82,22068416000,2884,11.32,15.96,735109753.54,23904006,23792505.03,-0.8117,"Snap, Inc.",1103780000,-0.519199,-0.519199,-0.475957,0.742919,1.763385,0.462523,0.180812,0.001252,-0.060482,0.045069,"2019-11-06",NA,-19.71,1.50203818820821,NA,NA,NA
"595","SNA",-0.129981,189.46,135.29,8968864500,12600,157.49,152.49,54525672.05,370476.3,351128.97,12.5065,"Snap-On, Inc.",55210000,5.750594,0.473048,0.000117,-0.129981,0.101655,0.02202,0.004949,0.101954,0.088442,0.065945,"2019-10-17","2019-08-19",12.99,1.03947544180228,3.67,NA,0.022591566635888
"596","IPOA",0.054656,10.97,9.87,179745000,NA,10.24,10.43,NA,1165863.4,777255.9,NA,"Social Capital Hedosophia Holdings Corp.",0,0.022772,0.022772,0.022772,0.054656,0.03992,0.027512,0.007737,0.004822,-0.000959,0.005792,NA,NA,NA,0.00970375615703506,NA,NA,NA
"597","SQM",-0.413177,48.8,22.71,NA,5290,35.32,27.41,120313922.452,768502.1,898099.67,1.2992,"Sociedad Quimica y Minera de Chile SA",NA,14.401522,0.181966,0.073659,-0.413177,-0.283229,-0.314718,-0.12154,0.028305,0.019195,0.093465,"2019-11-20","2019-09-03",21.25,1.05471285920726,0.928354,NA,0.0336238319449475
"598","SOGO",-0.305405,8.21,3.25,NA,2789,5.18,4.14,NA,1417237.7,1136347.77,0.1731,"Sogou, Inc.",NA,-0.577778,-0.577778,-0.577778,-0.305405,-0.070524,-0.176282,0.22673,0.256724,0.331606,0.103004,"2019-11-11",NA,29.69,1.29550394210339,NA,NA,NA
"599","SOI",-0.166767,19.31,10.5,660886200,382,14.93,13.63,30579617.04,423246.2,402943.83,1.813,"Solaris Oilfield Infrastructure, Inc.",31640000,0.623377,0.623377,0.623377,-0.166767,0.101507,-0.156136,-0.100971,0.002888,0.016837,0.013869,"2019-10-31","2019-09-18",7.66,1.4509045426799,0.3,"2019-09-18",0.0215982721382289
"600","SWI",0.248836,21.22,12.25,5821421650,2738,17.74,17.79,51595101.91,456469.4,547528.27,-0.9,"SolarWinds Corp.",310145000,0.275449,0.275449,0.275449,0.248836,0.369074,-0.086173,0.02793,0.089379,0.060452,0.064059,"2019-11-12",NA,-20.86,-0.149556966873799,NA,NA,NA
"601","SAH",0.429234,32.68,12.78,1328353950,9700,19.31,26.68,22107781.516,374150.6,303438.77,2.4701,"Sonic Automotive, Inc.",31099000,0.403016,-0.131891,0.06893,0.429234,1.158374,1.113933,0.333911,0.141586,0.122449,0.063903,"2019-10-22","2019-09-12",12.47,1.0383994627547,0.32,NA,0.0103896103896104
"602","SON",0.023477,66.57,50.3,5933565330,23000,59.62,59.49,98617977.417,401403.9,425307.97,3.0355,"Sonoco Products Co.",100077000,2.07759,0.523378,0.227369,0.023477,0.13452,-0.010514,-0.0863,0.04237,-0.002356,0.040906,"2019-10-17","2019-08-08",19.53,0.601925675893474,1.66,NA,0.0279979760499241
"603","SNE",0.018047,61.02,41.91,NA,114400,50.33,55.97,1245842803.00589,805253,1011488,5.9607,"Sony Corp.",NA,0.455114,1.918519,0.456769,0.018047,0.238916,0.309896,0.158541,0.083079,0.097854,0.006335,"2019-10-30",NA,10.13,1.16256218368985,NA,NA,NA
"604","BID",0.169202,59.94,32.01,2650938180,1713,45.19,58.12,45255621.426,874387.2,585711.77,2.1822,"Sotheby's",46614000,3.2918,-0.030084,-0.155313,0.169202,0.470269,0.427818,0.013184,-0.022852,-0.027032,0.001585,"2019-11-18","2015-11-27",26.06,0.961319203671815,NA,NA,NA
"605","SOR",-0.078974,40.72,30.01,NA,NA,35.6,36.16,NA,52949.7,24352.77,NA,"Source Capital, Inc.",0,-0.130211,-0.453824,-0.031551,-0.078974,0.123708,0.020143,0.031673,0.039359,0.020143,0.035574,NA,NA,NA,0.723399989636209,NA,NA,NA
"606","SJI",-0.084172,36.72,26.06,3025772500,1100,31.49,32.59,91791312.8,505817.5,469374.67,0.7955,"South Jersey Industries, Inc.",92390000,3.04898,0.137013,-0.121286,-0.084172,0.217925,0.056111,-0.012662,0.034755,-0.033068,0.011427,"2019-11-07","2019-09-09",41.17,0.509330753227513,1.1425,NA,0.0348854961832061
"607","SJIU",-0.051608,57.79,45.05,4955799600,NA,52.91,49.47,NA,38188.5,30833.47,NA,"South Jersey Industries, Inc.",0,-0.0516079337569805,-0.0516079337569805,-0.0516079337569805,-0.0516079337569805,0.084562871614182,-0.08745599407078,-0.0570553321845682,0.00551245406288287,-0.00323821088848404,-0.0169660678642715,NA,NA,NA,0.0123327232983381,NA,NA,NA
"608","SO",0.354584,60.65,42.5,62849679900,29192,52.28,57.38,1044000809.52,5637054.7,5484511.63,4.2811,"The Southern Co.",1045230000,0.856743,0.181676,0.059564,0.354584,0.375343,0.161259,0.083423,0.046103,0.048291,0.018807,"2019-11-06","2019-08-16",14.05,0.148712179192743,2.42,NA,0.0402461333776817
"609","SOJA",-0.002677,26.73,24.85,27259598400,NA,26.04,26.27,NA,104739.7,85790.13,NA,"The Southern Co.",0,0.02847,0.02847,-0.0273,-0.002677,0.011245,-0.018072,-0.0042,-0.006855,-0.006476,-0.006098,NA,NA,NA,0.0541549589754557,NA,NA,NA
"610","SOJB",0.054352,26.64,21.47,26966934000,NA,24.8,26.18,NA,70619.7,55965.87,NA,"The Southern Co.",0,0.0048,0.0048,0.023218,0.054352,0.155914,0.035313,0.002721,-0.021986,-0.023467,-0.022357,NA,NA,NA,0.163767744433503,NA,NA,NA
"611","SOJC",0.070539,26.69,21.28,26966934000,NA,24.68,26.18,NA,40320.7,37833.27,NA,"The Southern Co.",0,-0.000996,-0.000996,-0.000996,0.070539,0.156951,0.042003,0.023574,-0.023837,-0.024575,-0.02898,NA,NA,NA,0.109756920674426,NA,NA,NA
"612","SOLN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"The Southern Co.",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"613","SCCO",-0.131387,44.59,29.01,27598206300,13899,35.05,33.92,82185448.408,830174,933401.13,1.8821,"Southern Copper Corp.",773059000,13.260563,0.270921,0.081282,-0.131387,0.182511,-0.062254,-0.041868,0.193581,0.078224,0.0625,"2019-10-21","2019-11-06",18.97,0.975654799268472,1.6,"2019-11-06",0.0448179271708683
"614","LUV",-0.115848,64.02,44.28,29988073430,58800,51.89,51.77,535624402.643,3593380.6,3364191,4.3195,"Southwest Airlines Co.",537517000,2.771509,1.209917,-0.069589,-0.115848,0.183496,0.092208,0.090074,0.120506,0.102134,0.051055,"2019-10-24","2019-08-20",12.92,0.911936156745409,0.66,NA,0.0118300770747446
"615","SWX",0.119494,92.86,72.68,4997808000,2312,84.01,89.62,53816396.544,247159.4,223302.73,3.7959,"Southwest Gas Holdings, Inc.",54324000,3.047317,0.508271,-0.003004,0.119494,0.243075,0.103912,0.047836,0.021882,0.032432,0.028393,"2019-11-04","2019-08-14",24.24,0.374352553764501,2.105,NA,0.0228804347826087
"616","SWN",-0.558416,6.23,1.56,1207136910,960,3.58,2.11,538588762.32,25541247.1,20236692.8,1.8501,"Southwestern Energy Co.",541317000,1.30482,-0.915399,-0.455172,-0.558416,-0.400538,-0.507726,-0.318043,0.238889,0.082524,-0.008889,"2019-10-24",NA,1.21,1.57339162563442,NA,NA,NA
"617","SPAQ",0.045833,10.12,9.51,692760000,2,9.85,10.01,53865595.2,22839.7,114954.9,0.1071,"Spartan Energy Acquisition Corp.",55200000,0.03125,0.03125,0.03125,0.045833,0.042575,0.021363,0.008032,0.004,0.005005,0.001996,NA,NA,93.74,-0.00927104979829028,NA,NA,NA
"618","SPE",-0.056037,15.15,11.22,NA,NA,13.36,13.85,NA,10067.6,11821.17,NA,"Special Opportunities Fund, Inc.",0,-0.020893,-0.168807,-0.09279,-0.056037,0.176813,0.061515,0.041973,0.03059,0.01361,0.016012,NA,NA,NA,0.463140393992025,NA,NA,NA
"619","TRK",0.128645,19.9,13.47,806457960,748,17.52,19.48,11096028.108,598660.3,435746.93,0.9198,"Speedway Motorsports, Inc.",40854000,-0.194444,0.038068,0.053633,0.128645,0.248577,0.281818,0.073993,-0.000506,-0.00303,0,"2019-10-21","2019-08-14",21.46,0.610241220883843,0.6,NA,0.0303951367781155
"620","SR",0.136381,87.13,70.53,4419874910,3366,81.23,83.71,49327663.605,234422.8,221599.57,3.7749,"Spire, Inc. (Missouri)",50809000,2.592421,0.823467,0.22235,0.136381,0.201353,0.077676,0.03289,0.053275,0.065532,0.028129,"2019-11-18","2019-09-10",23.04,0.374023889027364,2.34,NA,0.0268996436371997
"621","SPR",-0.043414,100.34,64.48,8733689880,17000,82.47,77.01,100973625.672,791541.5,927448.13,6.4938,"Spirit AeroSystems Holdings, Inc.",103492000,16.141176,1.637104,0.649745,-0.043414,0.165286,-0.087676,0.058979,0.153657,0.108062,0.012964,"2019-10-31","2019-09-13",13,0.991130260633568,0.48,NA,0.00568787771062922
"622","SAVE",-0.213314,65.35,34.53,2652773160,7708,51.85,42.62,67882932.086,1186604.7,908963.73,5.2698,"Spirit Airlines, Inc.",68441000,3.464069,-0.078957,-0.102211,-0.213314,-0.329876,-0.266604,-0.224645,0.009375,-0.079554,0.072496,"2019-10-31",NA,7.36,1.11305563622811,NA,NA,NA
"623","SMTA",-0.217512,11.61,6.36,366428400,NA,7.86,8.45,42727493.64,1004736.6,593071.07,-6.6437,"Spirit MTA REIT",43160000,-0.318,-0.318,-0.318,-0.217512,0.179167,0.156676,-0.020761,-0.004689,0.021661,0.017986,NA,"2019-06-27",-1.28,0.464905968185997,1.32,NA,0.15547703180212
"624","SRC",0.141849,48.59,33.86,4228768440,89,41.22,45.47,89688367.044,783717.9,1044307.23,1.8897,"Spirit Realty Capital, Inc.",90108000,-0.398597,-0.231541,0.119522,0.141849,0.355183,0.263597,0.047779,0.014264,0.069508,0.00128,"2019-11-11","2019-09-27",24.83,0.458737076238197,2.5,"2019-09-27",0.0532708288940976
